condition_id,definition_id,prompt_style,label_space,seed,row_id,document,gold_binary,gold_binary_old,gold_binary_new,gold_target_new,gold_pillar_old,gold_depth_old,gold_nature_old,provider,model,requested_model,resolved_model,status,provider_count,providers_present,p_unlearning_yes,p_unlearning_no,raw_probability_prediction,direct_selected_prediction,selected_unlearning_binary,evidence_mean,evidence_min,evidence_geomean,p_target__leadership_given_yes,p_joint_target__leadership,p_target__laws_plans_policies_given_yes,p_joint_target__laws_plans_policies,p_target__capabilities_given_yes,p_joint_target__capabilities,p_target__funds_resources_given_yes,p_joint_target__funds_resources,p_target__misc_organizational_given_yes,p_joint_target__misc_organizational,p_joint_target__none,argmax_target_conditional,argmax_target_joint,p_pillar__reconsidering_epistemic_given_yes,p_joint_pillar__reconsidering_epistemic,p_pillar__discarding_normative_given_yes,p_joint_pillar__discarding_normative,p_pillar__realignment_technical_given_yes,p_joint_pillar__realignment_technical,p_pillar__merging_integrative_given_yes,p_joint_pillar__merging_integrative,p_joint_pillar__none,argmax_pillar_conditional,argmax_pillar_joint,p_depth__low_depth_given_yes,p_joint_depth__low_depth,p_depth__moderate_depth_given_yes,p_joint_depth__moderate_depth,p_depth__high_depth_given_yes,p_joint_depth__high_depth,p_joint_depth__none,argmax_depth_conditional,argmax_depth_joint,p_nature__normative_nature_given_yes,p_joint_nature__normative_nature,p_nature__technical_nature_given_yes,p_joint_nature__technical_nature,p_joint_nature__none,argmax_nature_conditional,argmax_nature_joint
P1_DIRECT,D0_none,P1_direct,new,17,P006,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.35333333333333333,0.6466666666666667,0,0,0,,,,0.09333333333333334,0.03297777777777778,0.6733333333333332,0.23791111111111107,0.09333333333333334,0.03297777777777778,0.05000000000000001,0.01766666666666667,0.09000000000000001,0.0318,0.6466666666666667,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P006,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.3176182747646552,0.6823817252353448,0,0,0,,,,0.09333333333333334,0.02964437231136782,0.6733333333333332,0.2138629716748678,0.09333333333333334,0.02964437231136782,0.05000000000000001,0.015880913738232763,0.09000000000000001,0.02858564472881897,0.6823817252353448,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P007,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.06999999999999999,0.93,0,0,0,,,,0.17333333333333334,0.012133333333333333,0.25,0.017499999999999998,0.3233333333333333,0.022633333333333328,0.13666666666666666,0.009566666666666664,0.11666666666666668,0.008166666666666668,0.93,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P007,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.04346394960761965,0.9565360503923803,0,0,0,,,,0.17333333333333334,0.007533751265320739,0.25,0.010865987401904913,0.3233333333333333,0.014053343706463686,0.13666666666666666,0.005940073113041352,0.11666666666666668,0.00507079412088896,0.9565360503923803,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P008,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.2966666666666667,0.7033333333333334,0,0,0,,,,0.26,0.07713333333333335,0.14333333333333334,0.042522222222222225,0.23666666666666666,0.07021111111111111,0.09333333333333334,0.02768888888888889,0.26666666666666666,0.07911111111111112,0.7033333333333334,misc_organizational,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P008,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.19996914651471973,0.8000308534852802,0,0,0,,,,0.26,0.05199197809382713,0.14333333333333334,0.028662244333776496,0.23666666666666666,0.047326031341817,0.09333333333333334,0.018663787008040507,0.26666666666666666,0.05332510573725859,0.8000308534852802,misc_organizational,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P009,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.19333333333333336,0.8066666666666666,0,0,0,,,,0.11,0.02126666666666667,0.6066666666666666,0.11728888888888889,0.11666666666666665,0.022555555555555554,0.08333333333333333,0.01611111111111111,0.08333333333333333,0.01611111111111111,0.8066666666666666,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P009,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.1594261118785463,0.8405738881214537,0,0,0,,,,0.11,0.017536872306640094,0.6066666666666666,0.09671850787298474,0.11666666666666665,0.018599713052497066,0.08333333333333333,0.01328550932321219,0.08333333333333333,0.01328550932321219,0.8405738881214537,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P010,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.3133333333333333,0.6866666666666668,0,0,0,,,,0.26666663333336665,0.08355554511112154,0.15666660000006669,0.04908886800002089,0.40999980000020003,0.12846660400006266,0.04999996666670001,0.015666656222232667,0.11666699999966668,0.03655565999989555,0.6866666666666668,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P010,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.2278709535686018,0.7721290464313982,0,0,0,,,,0.26666663333336665,0.060765580022602954,0.15666660000006669,0.035699767534365906,0.40999980000020003,0.0934270453889816,0.04999996666670001,0.011393540082739234,0.11666699999966668,0.02658502053991211,0.7721290464313982,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P011,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.8433333333333334,0.15666666666666662,1,1,1,,,,0.053333666666,0.04497805888832667,0.6433327333345333,0.5425439384454565,0.0766666333334,0.06465552744450068,0.20333330000006666,0.17147774966672288,0.023333666666000005,0.01967805888832667,0.15666666666666662,laws_plans_policies,laws_plans_policies,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P011,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.8535544534474652,0.14644554655253483,1,1,1,,,,0.053333666666,0.04552318870144692,0.6433327333345333,0.5491195195862214,0.0766666333334,0.06543914631254745,0.20333330000006666,0.17355604374922637,0.023333666666000005,0.01991655509802297,0.14644554655253483,laws_plans_policies,laws_plans_policies,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P012,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.13999999999999999,0.86,0,0,0,,,,0.08666661666671667,0.012133326333340333,0.6233331500001833,0.08726664100002565,0.2233332500000834,0.03126665500001167,0.036666650000016676,0.005133331000002334,0.030000333333000003,0.00420004666662,0.86,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P012,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.11796672965152402,0.882033270348476,0,0,0,,,,0.08666661666671667,0.01022377733813483,0.6233331500001833,0.0735325731889045,0.2233332500000834,0.026345893124956065,0.036666650000016676,0.00432544478777902,0.030000333333000003,0.003539041211749616,0.882033270348476,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P013,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.3866666666666667,0.6133333333333333,0,0,0,,,,0.10999999999999999,0.04253333333333333,0.51,0.19720000000000001,0.16,0.061866666666666674,0.07666666666666667,0.029644444444444452,0.14333333333333334,0.055422222222222234,0.6133333333333333,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P013,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.36339651098889886,0.6366034890111012,0,0,0,,,,0.10999999999999999,0.03997361620877887,0.51,0.18533222060433843,0.16,0.05814344175822382,0.07666666666666667,0.027860399175815582,0.14333333333333334,0.052086833241742174,0.6366034890111012,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P014,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.19000000000000003,0.8099999999999999,0,0,0,,,,0.13333333333333333,0.025333333333333336,0.16,0.030400000000000007,0.2966666666666667,0.05636666666666668,0.14333333333333334,0.02723333333333334,0.26666666666666666,0.05066666666666667,0.8099999999999999,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P014,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.17938774471411179,0.8206122552858882,0,0,0,,,,0.13333333333333333,0.02391836596188157,0.16,0.028702039154257886,0.2966666666666667,0.0532183642651865,0.14333333333333334,0.02571224340902269,0.26666666666666666,0.04783673192376314,0.8206122552858882,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P015,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.16,0.84,0,0,0,,,,0.2066666666666667,0.033066666666666675,0.36333333333333334,0.058133333333333335,0.2,0.032,0.05666666666666668,0.009066666666666669,0.17333333333333337,0.02773333333333334,0.84,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P015,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.1595138306136701,0.8404861693863299,0,0,0,,,,0.2066666666666667,0.032966191660158496,0.36333333333333334,0.057956691789633474,0.2,0.03190276612273402,0.05666666666666668,0.009039117068107975,0.17333333333333337,0.027649063973036157,0.8404861693863299,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P016,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.5499999999999999,0.45000000000000007,1,1,1,,,,0.060000000000000005,0.033,0.5833333333333335,0.32083333333333336,0.2666666666666667,0.14666666666666667,0.03333333333333334,0.018333333333333333,0.05666666666666668,0.03116666666666667,0.45000000000000007,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P016,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.5464998904351597,0.4535001095648403,1,1,1,,,,0.060000000000000005,0.03278999342610958,0.5833333333333335,0.3187916027538432,0.2666666666666667,0.1457333041160426,0.03333333333333334,0.018216663014505325,0.05666666666666668,0.030968327124659054,0.4535001095648403,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P017,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.8433333333333334,0.15666666666666662,1,1,1,,,,0.08999995000005,0.0758999578333755,0.7133331333335333,0.6015776091112798,0.12666660000006666,0.10682216600005622,0.03666665000001666,0.03092220816668072,0.03333366666633333,0.028111392221941107,0.15666666666666662,laws_plans_policies,laws_plans_policies,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P017,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.8535544534474652,0.14644554655253483,1,1,1,,,,0.08999995000005,0.07681985813259187,0.7133331333335333,0.6088686727484718,0.12666660000006666,0.1081168405331056,0.03666665000001666,0.03129698240051372,0.03333366666633333,0.02845209963278213,0.14644554655253483,laws_plans_policies,laws_plans_policies,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P018,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.07,0.9299999999999999,0,0,0,,,,0.10333333333333335,0.007233333333333335,0.14,0.009800000000000001,0.4766666666666666,0.03336666666666667,0.07,0.004900000000000001,0.21,0.014700000000000001,0.9299999999999999,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P018,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.04346394960761965,0.9565360503923803,0,0,0,,,,0.10333333333333335,0.004491274792787364,0.14,0.006084952945066752,0.4766666666666666,0.020717815979632032,0.07,0.003042476472533376,0.21,0.009127429417600126,0.9565360503923803,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P019,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.12333333333333334,0.8766666666666667,0,0,0,,,,0.14333326666673335,0.017677769555563782,0.10999996666670002,0.01356666255555967,0.5066664666668667,0.062488864222246886,0.1599999666667,0.019733329222226332,0.08000033333300001,0.009866707777736667,0.8766666666666667,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P019,Lessons Learned: EPA’s Response to Hurricane Katrina,1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.0988637758486153,0.9011362241513847,0,0,0,,,,0.14333326666673335,0.01417046794738973,0.10999996666670002,0.010875012047891786,0.5066664666668667,0.050090959990563025,0.1599999666667,0.01581820084032255,0.08000033333300001,0.00790913502244822,0.9011362241513847,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P020,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.49,0.51,0,1,1,,,,0.06,0.0294,0.09333333333333334,0.045733333333333334,0.7433333333333333,0.3642333333333333,0.043333333333333335,0.021233333333333333,0.06,0.0294,0.51,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P020,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.4494182805396228,0.5505817194603773,0,1,1,,,,0.06,0.026965096832377366,0.09333333333333334,0.04194570618369813,0.7433333333333333,0.3340675885344529,0.043333333333333335,0.019474792156716988,0.06,0.026965096832377366,0.5505817194603773,capabilities,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P021,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.4333333333333333,0.5666666666666667,0,0,0,,,,0.07666666666666667,0.03322222222222222,0.6,0.25999999999999995,0.24,0.10399999999999998,0.03333333333333333,0.014444444444444442,0.049999999999999996,0.021666666666666664,0.5666666666666667,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P021,Lessons Learned: EPA’s Response to Hurricane Katrina,0,0,0,none,none,none,none,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.42985748800076845,0.5701425119992316,0,0,0,,,,0.07666666666666667,0.03295574074672558,0.6,0.2579144928004611,0.24,0.10316579712018442,0.03333333333333333,0.014328582933358949,0.049999999999999996,0.02149287440003842,0.5701425119992316,laws_plans_policies,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P022,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.48,0.52,0,1,1,,,,0.3933333333333333,0.1888,0.09666666666666668,0.046400000000000004,0.12,0.0576,0.10666666666666667,0.0512,0.2833333333333333,0.13599999999999998,0.52,leadership,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P022,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,1,1,,,,,ensemble_logit_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.4551047652331385,0.5448952347668615,0,1,1,,,,0.3933333333333333,0.17900787432503446,0.09666666666666668,0.04399346063920339,0.12,0.054612571827976616,0.10666666666666667,0.048544508291534776,0.2833333333333333,0.12894635014938924,0.5448952347668615,leadership,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1_DIRECT,D0_none,P1_direct,new,17,P023,"Hurricane Katrina: GAO’s Preliminary Observations Regarding Preparedness, Response, and Recovery",1,1,1,,,,,ensemble_arithmetic_mean,anthropic+gemini+openai,provider_ensemble,provider_ensemble,ok,3,anthropic|gemini|openai,0.37666666666666665,0.6233333333333333,0,0,0,,,,0.36333333333333334,0.13685555555555556,0.3166666666666667,0.11927777777777779,0.24000000000000005,0.09040000000000001,0.036666666666666674,0.013811111111111113,0.04333333333333334,0.016322222222222224,0.6233333333333333,leadership,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
