status,source,destination,size_bytes,sha256,category,relative_path,rows,columns
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/provider_status.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/provider_status.json,648,7b4a3b30d2d0bd9df9bf8059c49c60253f83557a92a29a3295f5c9cd880e515b,runs,phase1/openai/provider_status.json,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/requests.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/requests.jsonl,2418264,3de118a8fd2ed1d973666297cbdf65bbbe427f4d11a517557e4d927a2b9929a9,runs,phase1/openai/requests.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/results.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase1/openai/results.jsonl,3295686,8f1f7a5684169648f4307a55ae7e1827c975a086d1d17c7a447ccb18ac0ca7f0,runs,phase1/openai/results.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/latest_results.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/latest_results.csv,3205129,09b7162112eacf39129c6bbcc2a5991fd443f2e5f099070476eb1f6bd4c5640f,runs,phase2/anthropic/latest_results.csv,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/provider_status.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/provider_status.json,657,eb8aae96a331430b4a377f49703c211c862226128ca29b2ac93294a94925ffe6,runs,phase2/anthropic/provider_status.json,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/requests.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/requests.jsonl,2704270,89e33c9b93a89ab6de817f5aa8cc2ebf429767903da4b3124071d36338b92fa8,runs,phase2/anthropic/requests.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/results.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/anthropic/results.jsonl,3473044,ab6b2f085e25024b3742330b9a40afcc497861143165447b3455f3259d29bd9b,runs,phase2/anthropic/results.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/gemini/requests.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/gemini/requests.jsonl,2147502,dfdfcfcdbfaaee152d85f3fc128ddff862e14a68aa1b3220adb54b71805641a0,runs,phase2/gemini/requests.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/gemini/results.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/gemini/results.jsonl,2696628,6aedc2f4d15434b7739925c47bd182aed174b1540da0d52949aab9ce37d5e744,runs,phase2/gemini/results.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/latest_results.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/latest_results.csv,3176307,b384ea7a5eac4d5b789de35a142ee25e7c9da5875d8c2c154fa5fa8f3b896577,runs,phase2/openai/latest_results.csv,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/provider_status.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/provider_status.json,648,9e7ad1d2fa5a21709847953fe41f1795b931f65d46250761f4ea1ca6a051326a,runs,phase2/openai/provider_status.json,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/requests.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/requests.jsonl,2689362,a1c8cdf1c4202bd8c453bbb19cd22d609a40b265e744add805d5aec5f9bbc28c,runs,phase2/openai/requests.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/results.jsonl,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/results.jsonl,3444178,b32db2387f6464d9daa7fb5427823cfd128c231d5a5be3eb4e89873a5748dec8,runs,phase2/openai/results.jsonl,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/anthropic/smoke_test.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/anthropic/smoke_test.json,2221,0bfe42718d29f3ea8c42849327bc374ae79afa8f40e9629f65b8f63e5588f789,runs,smoke_tests/anthropic/smoke_test.json,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/gemini/smoke_test.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/gemini/smoke_test.json,2173,edccabd1019229ab463f76feaddf8378d499f532256ca131f4c2876d7f7c497a,runs,smoke_tests/gemini/smoke_test.json,,
copied,/content/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/openai/smoke_test.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/openai/smoke_test.json,2519,43106d8d6073e5676e8314ef938c8c2f9546aa22a221abe0700762a9561755fa,runs,smoke_tests/openai/smoke_test.json,,
copied,/content/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.csv,308256,b8287b400c61ebc496febbcf279f42bb6d63e47c989a39299d60d5ea182db01d,artifacts,benchmark_canonical.csv,,
copied,/content/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.parquet,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.parquet,169010,b3150e9828160e3370514e52be8efd7f44c8f602d01d760f260591d438d538e7,artifacts,benchmark_canonical.parquet,,
copied,/content/artifacts/prelangchain_ab_v1_2_api_hardened/dataset_manifest.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/artifacts/prelangchain_ab_v1_2_api_hardened/dataset_manifest.json,761,cb7c44128103b5c38266f940bb44d83772c5c23a0760a9178b5fb59f013223c4,artifacts,dataset_manifest.json,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/D0_none.txt,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/D0_none.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,configs,D0_none.txt,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/D1_old_broad.txt,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/D1_old_broad.txt,708,7531f2c94a782ca6a2642e01fca30d3bd631f94fb2a4e8fad4a90e82dfad513e,configs,D1_old_broad.txt,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/D2_current_strict.txt,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/D2_current_strict.txt,739,258f6556333fc5521c03d9aea3d43626ee22e7480b522f5e4c6729122e9e85ad,configs,D2_current_strict.txt,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/D3_provisional_adaptive.txt,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/D3_provisional_adaptive.txt,1232,99af0841b61738d090c0ecccff0f9c77d35f487944d743c52fa3dc11fcf595d5,configs,D3_provisional_adaptive.txt,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/api_documentation_audit.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/api_documentation_audit.csv,900,9ea971dcb75222fb00ca6e7c14cb925ff1278e6bc835849354a2b3388898c26b,configs,api_documentation_audit.csv,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/definition_registry.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/definition_registry.csv,3589,a4bde50f8cde42a3903b4629a25419671f5085b02e21abc716a682e8c3b345e3,configs,definition_registry.csv,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/environment_snapshot.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/environment_snapshot.json,727,cfd4751bbae2101d06e1f269a26cfdab6deb053f14e773bd82e1afc0a17d119c,configs,environment_snapshot.json,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/model_protocol.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/model_protocol.csv,1993,bb23f3e3306a7289e4b0de87eebba1d75ebfc0683887ea829f42bfe27a06e313,configs,model_protocol.csv,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/phase1_selection.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/phase1_selection.json,337,6a466245e21d9d1062c434adf320cf7f951d5eb6943cb4d66565f6eb7c8809e4,configs,phase1_selection.json,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/pricing_snapshot.json,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/pricing_snapshot.json,671,0689a640dcfa90f0f653690c67a73de5b9742ddfe80808dfaa2c93d405b02409,configs,pricing_snapshot.json,,
copied,/content/configs/prelangchain_ab_v1_2_api_hardened/provider_parameter_preflight.csv,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/configs/prelangchain_ab_v1_2_api_hardened/provider_parameter_preflight.csv,520,04821e5dc288233d0078633893b0fe9bb7fc19aef809a348aad18aa1b1e3af21,configs,provider_parameter_preflight.csv,,
copied,/content/Unlearning_Codebook_Local_Context_Test_Set.xlsx,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/data/Unlearning_Codebook_Local_Context_Test_Set.xlsx,45980,d5ac05ea0b0d1b3b80a5da12cb9beda58bd354b962821b00f19cccaeb7750fd3,input_workbook,data/Unlearning_Codebook_Local_Context_Test_Set.xlsx,,
exported,PHASE1_REGISTRY,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_registry.csv.gz,369,4d8123fd59397a4170e904160a2317149a70330e4a91d5ac7d2b96e540405d43,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_registry.csv.gz,7.0,7.0
exported,PHASE1_SCHEDULE,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_schedule.csv.gz,1339,fe40a55d7f79e2d53e5abb977abda10e4b3e9d9f7e64d3c375b98738de248e40,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_schedule.csv.gz,294.0,7.0
exported,PHASE1_OPENAI_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_openai_raw.csv.gz,220271,eb44edc518a3e9a4b9f6fab55efc3927d59b8ed249555dd0f2a04cb6981eccdd,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_openai_raw.csv.gz,294.0,51.0
exported,PHASE1_ANTHROPIC_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_anthropic_raw.csv.gz,203509,7137c24f5cf5c446a81e69bcf19a839dce133c06942006db72f59b3e3ea35781,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_anthropic_raw.csv.gz,294.0,51.0
exported,PHASE1_GEMINI_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_gemini_raw.csv.gz,207271,ad727fca35ed9e5258e611ac513bddc83d087a0cad93947ff532c205414b01ff,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_gemini_raw.csv.gz,294.0,51.0
exported,PHASE1_SCORED,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_scored.csv.gz,709510,e4e95eb3401804eadc57c84e4d8adc784672f70645ece698c55aaa8f06b68fc7,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_scored.csv.gz,882.0,97.0
exported,PHASE1_RANKING,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_ranking.csv.gz,1046,54c4865d65ed05413959e09ffc912bbfd625ca5763dc0aada4c5d61126dad200,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_ranking.csv.gz,7.0,22.0
exported,PHASE1_PROVIDER_METRICS,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_provider_metrics.csv.gz,2376,dd180340cb37ed37f6b01826b17a2880bbfecafc194338988cd192fa8093be76,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_provider_metrics.csv.gz,21.0,35.0
exported,PHASE1_DOCUMENT_METRICS,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_document_metrics.csv.gz,4345,79726863bf26a4d3b981f358fe7dd0b4a95ef98285a27eeecbcd54b98e0c54be,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_document_metrics.csv.gz,63.0,32.0
exported,PHASE1_MCNEMAR,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_mcnemar.csv.gz,900,1b130bf51f202db35bb6da6a70c22efee9ebe1eb46b055b4eb5a911a49bce236,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_mcnemar.csv.gz,63.0,8.0
exported,PHASE1_GEE,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_gee.csv.gz,678,967bd699fcb746a725aca65c9bb1afeffd357a80459405711e77fdbcec165626,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_gee.csv.gz,8.0,9.0
exported,PHASE1_ALIGNED_METRICS,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_aligned_metrics.csv.gz,2329,a87c9154337e6324f4ecf0fd4271cabd489264f1e0341dfc916bc467d822bd15,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_aligned_metrics.csv.gz,21.0,33.0
exported,PHASE1_DEFINITION_TRADEOFF,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_definition_tradeoff.csv.gz,924,10ae4d4f233da0c7b83cb6c2ae005007cea68876ba65a22c1e8c1ea75ebb901c,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_definition_tradeoff.csv.gz,21.0,14.0
exported,PHASE1_EPA_DIAGNOSTICS,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_epa_diagnostics.csv.gz,2329,849f488d53be91ca29d4b77eb67cf25bee82fc646dc5b00eab1c30147fcdb020,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase1_epa_diagnostics.csv.gz,21.0,33.0
exported,PHASE2_OPENAI_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_openai_raw.csv.gz,223257,cc787702a7251d53e00b48a061a76bc3f61f6d9af1829291851e56b93f81ddd9,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_openai_raw.csv.gz,252.0,51.0
exported,PHASE2_ANTHROPIC_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_anthropic_raw.csv.gz,219591,20f19b8083e529ef2e0c762c8c7d466e7423d4861261ded351f0e2d3658caeee,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_anthropic_raw.csv.gz,252.0,51.0
exported,PHASE2_GEMINI_RAW,/content/drive/MyDrive/Unlearning_Project/prelangchain_ab_v1_2_workspace/checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_gemini_raw.csv.gz,65,83fda3dc4c0798a8ce264e267cdaa279fe60cea3a39d89a52509ae6eaec0c25f,in_memory_dataframe,checkpoints/prelangchain_ab_v1_2_api_hardened/tables/phase2_gemini_raw.csv.gz,0.0,0.0
