run_key,phase,provider,condition_id,row_id,seed,item_index,element,identified,quote,claimed_scope,strict_match,normalized_match,token_sequence_match,claimed_scope_valid,found_in_scopes,format_only_match,wrong_scope,analysis_dataset
17b590d1b8de0fc0bab43a41efb7ea989678c4aa4b10b99b78b2ac7798e91298,phase1,openai,P3_D1_OLD,P031,17,1,inadequacy_or_failure,True,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
17b590d1b8de0fc0bab43a41efb7ea989678c4aa4b10b99b78b2ac7798e91298,phase1,openai,P3_D1_OLD,P031,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
2efc2534cac565e07d39b08249dd0b88f4ba4dc5c2730cef2942a137b683b2cd,phase1,openai,P3_D2_CURRENT,P031,17,0,prior_state,True,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
2efc2534cac565e07d39b08249dd0b88f4ba4dc5c2730cef2942a137b683b2cd,phase1,openai,P3_D2_CURRENT,P031,17,1,inadequacy_or_failure,True,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
2efc2534cac565e07d39b08249dd0b88f4ba4dc5c2730cef2942a137b683b2cd,phase1,openai,P3_D2_CURRENT,P031,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
6e52951a7bb53f25544bdd4ff268882254dfa267256ff07b59b902ce4cfa53a7,phase1,openai,P1_DIRECT,P031,17,0,prior_state,,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
6e52951a7bb53f25544bdd4ff268882254dfa267256ff07b59b902ce4cfa53a7,phase1,openai,P1_DIRECT,P031,17,1,inadequacy_or_failure,,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
6e52951a7bb53f25544bdd4ff268882254dfa267256ff07b59b902ce4cfa53a7,phase1,openai,P1_DIRECT,P031,17,2,departure_or_reconfiguration,,whether it should be disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
24674a4618dfa80f9d4cc367319ec6fbfa3aca592ea048faa45661ba3301669d,phase1,openai,P3_D3_ADAPTIVE,P031,17,0,prior_state,True,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
24674a4618dfa80f9d4cc367319ec6fbfa3aca592ea048faa45661ba3301669d,phase1,openai,P3_D3_ADAPTIVE,P031,17,1,inadequacy_or_failure,True,performance problem,target,True,True,True,True,['target'],False,False,phase1
24674a4618dfa80f9d4cc367319ec6fbfa3aca592ea048faa45661ba3301669d,phase1,openai,P3_D3_ADAPTIVE,P031,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
ae142eb5f38fc351c65cb36cee97a977adc1b2d8069e7578707c4d0bde50cfb3,phase1,openai,P2_D3_ADAPTIVE,P027,17,0,prior_state,,"lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
ae142eb5f38fc351c65cb36cee97a977adc1b2d8069e7578707c4d0bde50cfb3,phase1,openai,P2_D3_ADAPTIVE,P027,17,1,inadequacy_or_failure,,The single greatest barrier to addressing the decades-old problems of interoperable communications,target,True,True,True,True,['target'],False,False,phase1
ae142eb5f38fc351c65cb36cee97a977adc1b2d8069e7578707c4d0bde50cfb3,phase1,openai,P2_D3_ADAPTIVE,P027,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
4005093627b6d3d1ab7b23dff4cd8e28cdce66483d58a203c5edb60175cac3c7,phase1,openai,P3_D2_CURRENT,P027,17,0,prior_state,True,"lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
4005093627b6d3d1ab7b23dff4cd8e28cdce66483d58a203c5edb60175cac3c7,phase1,openai,P3_D2_CURRENT,P027,17,1,inadequacy_or_failure,True,The single greatest barrier to addressing the decades-old problems,target,True,True,True,True,['target'],False,False,phase1
4005093627b6d3d1ab7b23dff4cd8e28cdce66483d58a203c5edb60175cac3c7,phase1,openai,P3_D2_CURRENT,P027,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
2122e01f049b5ed49a3852a130c01f5d6ac91063d25b77b7dc54375fc4a3419f,phase1,openai,P2_D1_OLD,P027,17,0,prior_state,,the decades-old problems of interoperable communications,target,True,True,True,True,['target'],False,False,phase1
2122e01f049b5ed49a3852a130c01f5d6ac91063d25b77b7dc54375fc4a3419f,phase1,openai,P2_D1_OLD,P027,17,1,inadequacy_or_failure,,"the lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
2122e01f049b5ed49a3852a130c01f5d6ac91063d25b77b7dc54375fc4a3419f,phase1,openai,P2_D1_OLD,P027,17,2,departure_or_reconfiguration,,establish statewide bodies that will develop a comprehensive statewide interoperable communications plan,target,True,True,True,True,['target'],False,False,phase1
2122e01f049b5ed49a3852a130c01f5d6ac91063d25b77b7dc54375fc4a3419f,phase1,openai,P2_D1_OLD,P027,17,3,departure_or_reconfiguration,,condition the purchase of new equipment on the adoption of such a plan,target,True,True,True,True,['target'],False,False,phase1
580ca61cb1d0fc5a324a367a96731350dec3d91e076f989ae4bae8eb5931c96d,phase1,openai,P2_D2_CURRENT,P027,17,0,prior_state,,"the lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
580ca61cb1d0fc5a324a367a96731350dec3d91e076f989ae4bae8eb5931c96d,phase1,openai,P2_D2_CURRENT,P027,17,1,inadequacy_or_failure,,The single greatest barrier to addressing the decades-old problems of interoperable communications,target,True,True,True,True,['target'],False,False,phase1
580ca61cb1d0fc5a324a367a96731350dec3d91e076f989ae4bae8eb5931c96d,phase1,openai,P2_D2_CURRENT,P027,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
dc1a5518993cc24fb334687148aba8f59a529c95ba399ae0d98adade79813dea,phase1,openai,P1_DIRECT,P027,17,0,inadequacy_or_failure,,"The single greatest barrier to addressing the decades-old problems of interoperable communications has been the lack of effective, collaborative, interdisciplinary, and intergovernmental planning.",target,True,True,True,True,['target'],False,False,phase1
dc1a5518993cc24fb334687148aba8f59a529c95ba399ae0d98adade79813dea,phase1,openai,P1_DIRECT,P027,17,1,other,,establish statewide bodies that will develop a comprehensive statewide interoperable communications plan,target,True,True,True,True,['target'],False,False,phase1
25856c4c89ebd9b34a1441d5bd5eda1991e20dc62735aa43ba0b9b6f81b721b6,phase1,openai,P3_D3_ADAPTIVE,P027,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
25856c4c89ebd9b34a1441d5bd5eda1991e20dc62735aa43ba0b9b6f81b721b6,phase1,openai,P3_D3_ADAPTIVE,P027,17,1,inadequacy_or_failure,True,"lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
25856c4c89ebd9b34a1441d5bd5eda1991e20dc62735aa43ba0b9b6f81b721b6,phase1,openai,P3_D3_ADAPTIVE,P027,17,2,departure_or_reconfiguration,False,our 2004 recommendations,target,True,True,True,True,['target'],False,False,phase1
e65eb996a59dfadd66bef5bc947cd3ab1724656b0cd6d3c68cbda2d41e43ad9e,phase1,openai,P3_D1_OLD,P027,17,0,prior_state,True,"lack of effective, collaborative, interdisciplinary, and intergovernmental planning",target,True,True,True,True,['target'],False,False,phase1
e65eb996a59dfadd66bef5bc947cd3ab1724656b0cd6d3c68cbda2d41e43ad9e,phase1,openai,P3_D1_OLD,P027,17,1,inadequacy_or_failure,True,The single greatest barrier to addressing the decades-old problems,target,True,True,True,True,['target'],False,False,phase1
e65eb996a59dfadd66bef5bc947cd3ab1724656b0cd6d3c68cbda2d41e43ad9e,phase1,openai,P3_D1_OLD,P027,17,2,departure_or_reconfiguration,True,establish interoperability requirements whose achievement can be measured,target,True,True,True,True,['target'],False,False,phase1
e786dd7943343dd4f8b2a626b7b744f302a137a85c9e822e2121f1b499bedb2f,phase1,openai,P3_D1_OLD,P011,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
e786dd7943343dd4f8b2a626b7b744f302a137a85c9e822e2121f1b499bedb2f,phase1,openai,P3_D1_OLD,P011,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
e786dd7943343dd4f8b2a626b7b744f302a137a85c9e822e2121f1b499bedb2f,phase1,openai,P3_D1_OLD,P011,17,2,departure_or_reconfiguration,True,was modified after prior hurricanes,target,True,True,True,True,['target'],False,False,phase1
580efe1990132b9786d1c879bfc84788807a1abe5603e124d3d53964fb61788d,phase1,openai,P1_DIRECT,P011,17,0,prior_state,,ESF-10,target,True,True,True,True,['target'],False,False,phase1
580efe1990132b9786d1c879bfc84788807a1abe5603e124d3d53964fb61788d,phase1,openai,P1_DIRECT,P011,17,1,departure_or_reconfiguration,,was modified after prior hurricanes to provide initial response funding,target,True,True,True,True,['target'],False,False,phase1
580efe1990132b9786d1c879bfc84788807a1abe5603e124d3d53964fb61788d,phase1,openai,P1_DIRECT,P011,17,2,other,,allow EPA to quickly assess drinking water conditions after a hurricane,target,True,True,True,True,['target'],False,False,phase1
8205e712b3c5e1c770b97adfa585513e77a965e4b8e11e1f58307e313eee260a,phase1,openai,P2_D2_CURRENT,P011,17,0,prior_state,,after prior hurricanes,target,True,True,True,True,['target'],False,False,phase1
8205e712b3c5e1c770b97adfa585513e77a965e4b8e11e1f58307e313eee260a,phase1,openai,P2_D2_CURRENT,P011,17,1,departure_or_reconfiguration,,ESF-10 ... was modified after prior hurricanes to provide initial response funding,target,False,False,False,False,[],False,False,phase1
8205e712b3c5e1c770b97adfa585513e77a965e4b8e11e1f58307e313eee260a,phase1,openai,P2_D2_CURRENT,P011,17,2,other,,allow EPA to quickly assess drinking water conditions after a hurricane,target,True,True,True,True,['target'],False,False,phase1
a3d6835960a81b9fc9224326e5b84803c252b22171bec9442910bbc72738482d,phase1,openai,P3_D2_CURRENT,P011,17,0,prior_state,True,ESF-10 ... was modified after prior hurricanes,target,False,False,False,False,[],False,False,phase1
a3d6835960a81b9fc9224326e5b84803c252b22171bec9442910bbc72738482d,phase1,openai,P3_D2_CURRENT,P011,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
a3d6835960a81b9fc9224326e5b84803c252b22171bec9442910bbc72738482d,phase1,openai,P3_D2_CURRENT,P011,17,2,departure_or_reconfiguration,True,was modified after prior hurricanes to provide initial response funding,target,True,True,True,True,['target'],False,False,phase1
a173541ce60fb2d5d71c98e0fa5ef9ffee71b01ba47a1300c7f1862ac0719c72,phase1,openai,P3_D3_ADAPTIVE,P011,17,0,prior_state,True,ESF-10,target,True,True,True,True,['target'],False,False,phase1
a173541ce60fb2d5d71c98e0fa5ef9ffee71b01ba47a1300c7f1862ac0719c72,phase1,openai,P3_D3_ADAPTIVE,P011,17,1,inadequacy_or_failure,False,no evidence that hurricane response activities were negatively impacted,target,True,True,True,True,['target'],False,False,phase1
a173541ce60fb2d5d71c98e0fa5ef9ffee71b01ba47a1300c7f1862ac0719c72,phase1,openai,P3_D3_ADAPTIVE,P011,17,2,departure_or_reconfiguration,True,was modified after prior hurricanes,target,True,True,True,True,['target'],False,False,phase1
3274604f88c0b325a229097e570f2891b163e0514470f02e9598a7f752f874d4,phase1,openai,P2_D3_ADAPTIVE,P011,17,0,prior_state,,ESF-10,target,True,True,True,True,['target'],False,False,phase1
3274604f88c0b325a229097e570f2891b163e0514470f02e9598a7f752f874d4,phase1,openai,P2_D3_ADAPTIVE,P011,17,1,departure_or_reconfiguration,,ESF-10 ... was modified after prior hurricanes to provide initial response funding,target,False,False,False,False,[],False,False,phase1
3274604f88c0b325a229097e570f2891b163e0514470f02e9598a7f752f874d4,phase1,openai,P2_D3_ADAPTIVE,P011,17,2,other,,EPA leads,target,True,True,True,True,['target'],False,False,phase1
6ff091d40ff0b382cb8614cf8b7caf4f6127052c05cf26566d73fd23d1d8e61e,phase1,openai,P2_D1_OLD,P011,17,0,prior_state,,after prior hurricanes,target,True,True,True,True,['target'],False,False,phase1
6ff091d40ff0b382cb8614cf8b7caf4f6127052c05cf26566d73fd23d1d8e61e,phase1,openai,P2_D1_OLD,P011,17,1,departure_or_reconfiguration,,ESF-10 ... was modified after prior hurricanes to provide initial response funding,target,False,False,False,False,[],False,False,phase1
b66a804625dd2e1c492f6e31f6bc7f01338d3cf0431602e96d9da1cce9c63c96,phase1,openai,P2_D3_ADAPTIVE,P013,17,0,inadequacy_or_failure,,there is a need for EPA to play a more direct role,target,True,True,True,True,['target'],False,False,phase1
b66a804625dd2e1c492f6e31f6bc7f01338d3cf0431602e96d9da1cce9c63c96,phase1,openai,P2_D3_ADAPTIVE,P013,17,1,departure_or_reconfiguration,,Region 4 has started a lessons learned review,target,True,True,True,True,['target'],False,False,phase1
1334bcf8e44226d1e9df6f7587164f2589007200efb4fa23e21cfabb36272245,phase1,openai,P3_D1_OLD,P013,17,0,prior_state,True,what is currently done with the U.S. Coast Guard support to EPA under ESF-10,target,True,True,True,True,['target'],False,False,phase1
1334bcf8e44226d1e9df6f7587164f2589007200efb4fa23e21cfabb36272245,phase1,openai,P3_D1_OLD,P013,17,1,inadequacy_or_failure,True,there is a need for EPA to play a more direct role,target,True,True,True,True,['target'],False,False,phase1
1334bcf8e44226d1e9df6f7587164f2589007200efb4fa23e21cfabb36272245,phase1,openai,P3_D1_OLD,P013,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
58f0acb38f701cd51393c8972bf3deef4e619e220c3d27269dbcc0208d3aa6b1,phase1,openai,P2_D2_CURRENT,P013,17,0,prior_state,,,absent,True,True,True,True,[],False,False,phase1
58f0acb38f701cd51393c8972bf3deef4e619e220c3d27269dbcc0208d3aa6b1,phase1,openai,P2_D2_CURRENT,P013,17,1,inadequacy_or_failure,,there is a need for EPA to play a more direct role,target,True,True,True,True,['target'],False,False,phase1
58f0acb38f701cd51393c8972bf3deef4e619e220c3d27269dbcc0208d3aa6b1,phase1,openai,P2_D2_CURRENT,P013,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
2c2f212cd532b5fae312fcba1afcb1cac66257771d818be6b06a4a0f01edd4bf,phase1,openai,P3_D2_CURRENT,P013,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
2c2f212cd532b5fae312fcba1afcb1cac66257771d818be6b06a4a0f01edd4bf,phase1,openai,P3_D2_CURRENT,P013,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
2c2f212cd532b5fae312fcba1afcb1cac66257771d818be6b06a4a0f01edd4bf,phase1,openai,P3_D2_CURRENT,P013,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
afb7a8b325f62c88c52a4d9204b085517f62923b66a359bd31f8e3205bcd47c7,phase1,openai,P3_D3_ADAPTIVE,P013,17,0,prior_state,True,a more direct role,target,True,True,True,True,['target'],False,False,phase1
afb7a8b325f62c88c52a4d9204b085517f62923b66a359bd31f8e3205bcd47c7,phase1,openai,P3_D3_ADAPTIVE,P013,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
afb7a8b325f62c88c52a4d9204b085517f62923b66a359bd31f8e3205bcd47c7,phase1,openai,P3_D3_ADAPTIVE,P013,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
17af755f865d0c0e2400bbe59b2e12ecd703680534789e14b366b0c3080689b2,phase1,openai,P1_DIRECT,P013,17,0,inadequacy_or_failure,,there is a need for EPA to play a more direct role,target,True,True,True,True,['target'],False,False,phase1
17af755f865d0c0e2400bbe59b2e12ecd703680534789e14b366b0c3080689b2,phase1,openai,P1_DIRECT,P013,17,1,other,,Region 4 has started a lessons learned review,target,True,True,True,True,['target'],False,False,phase1
c51a2b3b939040cd17f3227b1951d195ca2cf4ff4f66047501a3d10bc6939ab7,phase1,openai,P2_D1_OLD,P013,17,0,prior_state,,similar to what is currently done with the U.S. Coast Guard support to EPA under ESF-10,target,True,True,True,True,['target'],False,False,phase1
c51a2b3b939040cd17f3227b1951d195ca2cf4ff4f66047501a3d10bc6939ab7,phase1,openai,P2_D1_OLD,P013,17,1,departure_or_reconfiguration,,need for EPA to play a more direct role in responding with USACE to water issues under ESF-3,target,True,True,True,True,['target'],False,False,phase1
c51a2b3b939040cd17f3227b1951d195ca2cf4ff4f66047501a3d10bc6939ab7,phase1,openai,P2_D1_OLD,P013,17,2,departure_or_reconfiguration,,"a coordinated EPA effort, including headquarters support, to work with USACE",target,True,True,True,True,['target'],False,False,phase1
65ee7e71a68b5be6aa1330f0632f16eeeb4087221020669108ca75950262be47,phase1,openai,P3_D1_OLD,P021,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
65ee7e71a68b5be6aa1330f0632f16eeeb4087221020669108ca75950262be47,phase1,openai,P3_D1_OLD,P021,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
65ee7e71a68b5be6aa1330f0632f16eeeb4087221020669108ca75950262be47,phase1,openai,P3_D1_OLD,P021,17,2,departure_or_reconfiguration,True,plans to conduct a series of interagency planning meetings to establish coordination protocols,target,True,True,True,True,['target'],False,False,phase1
ac73180e74cfef8928c2c7e5ee596b5e26a94b81fb02c870f74c2a005f5c3f55,phase1,openai,P1_DIRECT,P021,17,0,departure_or_reconfiguration,,plans to conduct a series of interagency planning meetings to establish coordination protocols,target,True,True,True,True,['target'],False,False,phase1
ac73180e74cfef8928c2c7e5ee596b5e26a94b81fb02c870f74c2a005f5c3f55,phase1,openai,P1_DIRECT,P021,17,1,departure_or_reconfiguration,,there will be additional training,target,True,True,True,True,['target'],False,False,phase1
abdd239765e5652d4c766a2734d419c19a56e923c9470984a556f9e1be8da9d9,phase1,openai,P2_D3_ADAPTIVE,P021,17,0,departure_or_reconfiguration,,plans to conduct a series of interagency planning meetings to establish coordination protocols,target,True,True,True,True,['target'],False,False,phase1
abdd239765e5652d4c766a2734d419c19a56e923c9470984a556f9e1be8da9d9,phase1,openai,P2_D3_ADAPTIVE,P021,17,1,other,,there will be additional training,target,True,True,True,True,['target'],False,False,phase1
1e8c9a71cd6583d81e007b34feb4c8efc047361e005282c1249ad6b7e9b8b41c,phase1,openai,P2_D2_CURRENT,P021,17,0,prior_state,,,absent,True,True,True,True,[],False,False,phase1
1e8c9a71cd6583d81e007b34feb4c8efc047361e005282c1249ad6b7e9b8b41c,phase1,openai,P2_D2_CURRENT,P021,17,1,inadequacy_or_failure,,also addressed this coordination issue,target,True,True,True,True,['target'],False,False,phase1
1e8c9a71cd6583d81e007b34feb4c8efc047361e005282c1249ad6b7e9b8b41c,phase1,openai,P2_D2_CURRENT,P021,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
e469b873606580a6386421a35f9b7461e1870057941bc14de0501dfefdf1356e,phase1,openai,P3_D2_CURRENT,P021,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
e469b873606580a6386421a35f9b7461e1870057941bc14de0501dfefdf1356e,phase1,openai,P3_D2_CURRENT,P021,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
e469b873606580a6386421a35f9b7461e1870057941bc14de0501dfefdf1356e,phase1,openai,P3_D2_CURRENT,P021,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
581c4e5286570a160994f4073103531bdecdd0b759ecd547f97f4e842d809f55,phase1,openai,P2_D1_OLD,P021,17,0,inadequacy_or_failure,,this coordination issue,target,True,True,True,True,['target'],False,False,phase1
581c4e5286570a160994f4073103531bdecdd0b759ecd547f97f4e842d809f55,phase1,openai,P2_D1_OLD,P021,17,1,departure_or_reconfiguration,,establish coordination protocols under a Memorandum of Understanding with USACE,target,True,True,True,True,['target'],False,False,phase1
581c4e5286570a160994f4073103531bdecdd0b759ecd547f97f4e842d809f55,phase1,openai,P2_D1_OLD,P021,17,2,departure_or_reconfiguration,,Similar efforts are also planned with the Federal Emergency Management Agency.,target,True,True,True,True,['target'],False,False,phase1
c78e5cd22e3186e43c3563a1c0ea6edb2a31c9013e1cf2a3fa253e86ce2c006c,phase1,openai,P3_D3_ADAPTIVE,P021,17,0,prior_state,False,,absent,True,True,True,True,[],False,False,phase1
c78e5cd22e3186e43c3563a1c0ea6edb2a31c9013e1cf2a3fa253e86ce2c006c,phase1,openai,P3_D3_ADAPTIVE,P021,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
c78e5cd22e3186e43c3563a1c0ea6edb2a31c9013e1cf2a3fa253e86ce2c006c,phase1,openai,P3_D3_ADAPTIVE,P021,17,2,departure_or_reconfiguration,True,establish coordination protocols under a Memorandum of Understanding with USACE,target,True,True,True,True,['target'],False,False,phase1
6a0daf4f137019c54ed0cb89d32e309d3a3973d70d90b92884127ccb8c716f7d,phase1,openai,P3_D1_OLD,P009,17,0,prior_state,True,problems in New Orleans with the transport of drinking water,target,True,True,True,True,['target'],False,False,phase1
6a0daf4f137019c54ed0cb89d32e309d3a3973d70d90b92884127ccb8c716f7d,phase1,openai,P3_D1_OLD,P009,17,1,inadequacy_or_failure,True,potentially hazardous tanker trucks,target,True,True,True,True,['target'],False,False,phase1
6a0daf4f137019c54ed0cb89d32e309d3a3973d70d90b92884127ccb8c716f7d,phase1,openai,P3_D1_OLD,P009,17,2,departure_or_reconfiguration,True,"established procedures, and EPA issued an administrative order",target,True,True,True,True,['target'],False,False,phase1
ce0b2875b4dd4492a2245ac465aa4e9fdc121bdc61c05fa9c9d910967d2999ec,phase1,openai,P2_D2_CURRENT,P009,17,0,prior_state,,problems in New Orleans with the transport of drinking water in potentially hazardous tanker trucks,target,True,True,True,True,['target'],False,False,phase1
ce0b2875b4dd4492a2245ac465aa4e9fdc121bdc61c05fa9c9d910967d2999ec,phase1,openai,P2_D2_CURRENT,P009,17,1,departure_or_reconfiguration,,established procedures,target,True,True,True,True,['target'],False,False,phase1
dd74fb326cfc8684b5e1a6496ef3225b622a5928eb8f23f69ba1ae356d4494bb,phase1,openai,P3_D3_ADAPTIVE,P009,17,0,prior_state,True,"Initially, there were problems in New Orleans with the transport of drinking water",target,True,True,True,True,['target'],False,False,phase1
dd74fb326cfc8684b5e1a6496ef3225b622a5928eb8f23f69ba1ae356d4494bb,phase1,openai,P3_D3_ADAPTIVE,P009,17,1,inadequacy_or_failure,True,potentially hazardous tanker trucks,target,True,True,True,True,['target'],False,False,phase1
dd74fb326cfc8684b5e1a6496ef3225b622a5928eb8f23f69ba1ae356d4494bb,phase1,openai,P3_D3_ADAPTIVE,P009,17,2,departure_or_reconfiguration,True,"established procedures, and EPA issued an administrative order",target,True,True,True,True,['target'],False,False,phase1
519db8c63d06756bc286b34858554dbcd21b12901b563983ad3c61fce5b22be9,phase1,openai,P2_D1_OLD,P009,17,0,inadequacy_or_failure,,there were problems in New Orleans with the transport of drinking water in potentially hazardous tanker trucks,target,True,True,True,True,['target'],False,False,phase1
519db8c63d06756bc286b34858554dbcd21b12901b563983ad3c61fce5b22be9,phase1,openai,P2_D1_OLD,P009,17,1,departure_or_reconfiguration,,established procedures,target,True,True,True,True,['target'],False,False,phase1
519db8c63d06756bc286b34858554dbcd21b12901b563983ad3c61fce5b22be9,phase1,openai,P2_D1_OLD,P009,17,2,departure_or_reconfiguration,,EPA issued an administrative order to correct this situation,target,True,True,True,True,['target'],False,False,phase1
1f9862b3f7ee266a09ac0004dc353b30794876005b22d6ab646312a2a2ded84a,phase1,openai,P3_D2_CURRENT,P009,17,0,prior_state,True,problems in New Orleans with the transport of drinking water,target,True,True,True,True,['target'],False,False,phase1
1f9862b3f7ee266a09ac0004dc353b30794876005b22d6ab646312a2a2ded84a,phase1,openai,P3_D2_CURRENT,P009,17,1,inadequacy_or_failure,True,potentially hazardous tanker trucks,target,True,True,True,True,['target'],False,False,phase1
1f9862b3f7ee266a09ac0004dc353b30794876005b22d6ab646312a2a2ded84a,phase1,openai,P3_D2_CURRENT,P009,17,2,departure_or_reconfiguration,True,"established procedures, and EPA issued an administrative order",target,True,True,True,True,['target'],False,False,phase1
612af6f1989e210c14a50b63c621168f924b78c89df5e24e33112fc912fe723d,phase1,openai,P1_DIRECT,P009,17,0,prior_state,,"Initially, there were problems in New Orleans with the transport of drinking water in potentially hazardous tanker trucks.",target,True,True,True,True,['target'],False,False,phase1
612af6f1989e210c14a50b63c621168f924b78c89df5e24e33112fc912fe723d,phase1,openai,P1_DIRECT,P009,17,1,departure_or_reconfiguration,,"established procedures, and EPA issued an administrative order to correct this situation",target,True,True,True,True,['target'],False,False,phase1
cab13228a9f992cbf32a28f27d39c3c14d5591ef3ace08b37fa79387f19e3ed2,phase1,openai,P2_D3_ADAPTIVE,P009,17,0,prior_state,,there were problems in New Orleans with the transport of drinking water,target,True,True,True,True,['target'],False,False,phase1
cab13228a9f992cbf32a28f27d39c3c14d5591ef3ace08b37fa79387f19e3ed2,phase1,openai,P2_D3_ADAPTIVE,P009,17,1,departure_or_reconfiguration,,established procedures,target,True,True,True,True,['target'],False,False,phase1
