snapshot_relative_path,exists,expected_sha256,observed_sha256,verified
source/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/provider_status.json,True,9e7ad1d2fa5a21709847953fe41f1795b931f65d46250761f4ea1ca6a051326a,9e7ad1d2fa5a21709847953fe41f1795b931f65d46250761f4ea1ca6a051326a,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/requests.jsonl,True,a1c8cdf1c4202bd8c453bbb19cd22d609a40b265e744add805d5aec5f9bbc28c,a1c8cdf1c4202bd8c453bbb19cd22d609a40b265e744add805d5aec5f9bbc28c,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase2/openai/results.jsonl,True,b32db2387f6464d9daa7fb5427823cfd128c231d5a5be3eb4e89873a5748dec8,b32db2387f6464d9daa7fb5427823cfd128c231d5a5be3eb4e89873a5748dec8,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/anthropic/latest_results.csv,True,4015fe6acab85164139f5551c10d2cd057cd377e6207e614f360e100960be44f,4015fe6acab85164139f5551c10d2cd057cd377e6207e614f360e100960be44f,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/anthropic/provider_status.json,True,c0cdba66d9a699fda47785d05eadd55acb83cd43117f91694fed2ab331d88b8d,c0cdba66d9a699fda47785d05eadd55acb83cd43117f91694fed2ab331d88b8d,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/anthropic/requests.jsonl,True,ca090145374bf503ab89d2815a56662ca16dbbf7247e5c5f15b5dff8fa85cf15,ca090145374bf503ab89d2815a56662ca16dbbf7247e5c5f15b5dff8fa85cf15,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/anthropic/results.jsonl,True,75462999ee1a44156c72f03d7f0dece4caaed387225998a5a398e21059aa5ff3,75462999ee1a44156c72f03d7f0dece4caaed387225998a5a398e21059aa5ff3,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/gemini/latest_results.csv,True,3b19dcb731b942feb356906bbf9bd16a47d7c86a1cd9e308254b4ae33238895f,3b19dcb731b942feb356906bbf9bd16a47d7c86a1cd9e308254b4ae33238895f,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/gemini/provider_status.json,True,3174f06ca5be0d99ac869ef219b2366d57cbefc0a53141025381db0810b79843,3174f06ca5be0d99ac869ef219b2366d57cbefc0a53141025381db0810b79843,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/gemini/requests.jsonl,True,2d73bb8806d54dbf2acc8e38c783f539acc2f910707f9f6eb3feecf45595446f,2d73bb8806d54dbf2acc8e38c783f539acc2f910707f9f6eb3feecf45595446f,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/gemini/results.jsonl,True,656afb2959133f7d7206a9fab13a2120b05ce5bea99ed2b87076b7a2140bea3a,656afb2959133f7d7206a9fab13a2120b05ce5bea99ed2b87076b7a2140bea3a,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/openai/latest_results.csv,True,741545f924051202a32d8d3f239fcb5185d0afdb5dd582d7d76a01340fc07f64,741545f924051202a32d8d3f239fcb5185d0afdb5dd582d7d76a01340fc07f64,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/openai/provider_status.json,True,3820e791421aa2ee4d43531253c601a0c74e6eae3e4f9489005513e854e75247,3820e791421aa2ee4d43531253c601a0c74e6eae3e4f9489005513e854e75247,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/openai/requests.jsonl,True,6d8c2941af6612f98f1b356d256837ea2dbae52d92177f5a7bf66aacc35f3b18,6d8c2941af6612f98f1b356d256837ea2dbae52d92177f5a7bf66aacc35f3b18,True
source/runs/prelangchain_ab_v1_2_api_hardened/phase3/openai/results.jsonl,True,8e59a9b7c33836afb0a197e937c7a6c1e6e214f332c7f44cbac70b4ea56813e4,8e59a9b7c33836afb0a197e937c7a6c1e6e214f332c7f44cbac70b4ea56813e4,True
source/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/anthropic/smoke_test.json,True,0bfe42718d29f3ea8c42849327bc374ae79afa8f40e9629f65b8f63e5588f789,0bfe42718d29f3ea8c42849327bc374ae79afa8f40e9629f65b8f63e5588f789,True
source/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/gemini/smoke_test.json,True,edccabd1019229ab463f76feaddf8378d499f532256ca131f4c2876d7f7c497a,edccabd1019229ab463f76feaddf8378d499f532256ca131f4c2876d7f7c497a,True
source/runs/prelangchain_ab_v1_2_api_hardened/smoke_tests/openai/smoke_test.json,True,43106d8d6073e5676e8314ef938c8c2f9546aa22a221abe0700762a9561755fa,43106d8d6073e5676e8314ef938c8c2f9546aa22a221abe0700762a9561755fa,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/anthropic/latest_results.csv,True,372121844694b8f3e333d80454a97a1912308709ea3690427700f04c3dbc2375,372121844694b8f3e333d80454a97a1912308709ea3690427700f04c3dbc2375,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/anthropic/provider_status.json,True,627b8f773fce6716b1e5879cbd0d3b2db8ca8b319a99582b1d55a811eae4d475,627b8f773fce6716b1e5879cbd0d3b2db8ca8b319a99582b1d55a811eae4d475,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/anthropic/requests.jsonl,True,67eb5f2c8abf8810bf09d0c45ba32a6a4ece53ea5ae6c3d0de7c41f5aa378573,67eb5f2c8abf8810bf09d0c45ba32a6a4ece53ea5ae6c3d0de7c41f5aa378573,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/anthropic/results.jsonl,True,3ba28755f0e59647a44eb71dbcb8799e99438a6783d67304b96fbf4b41db0e1e,3ba28755f0e59647a44eb71dbcb8799e99438a6783d67304b96fbf4b41db0e1e,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/gemini/latest_results.csv,True,139cbcb9b156797785740052dfd613af0f54d774cd3275a390df4bdb66da5180,139cbcb9b156797785740052dfd613af0f54d774cd3275a390df4bdb66da5180,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/gemini/provider_status.json,True,f828e7f49b683c2ddd909773f627ae77662231cebc71e5228a1f3bae3397d657,f828e7f49b683c2ddd909773f627ae77662231cebc71e5228a1f3bae3397d657,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/gemini/requests.jsonl,True,8bc4b1e5d0b2677be048911bcaa771ddbde2b4094e88189ae30d09998533333a,8bc4b1e5d0b2677be048911bcaa771ddbde2b4094e88189ae30d09998533333a,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/gemini/results.jsonl,True,03807c669348d0427e08e19b87c7f1787ca85126315cad1e4e4b976a355a7001,03807c669348d0427e08e19b87c7f1787ca85126315cad1e4e4b976a355a7001,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/openai/latest_results.csv,True,305bc7c0bac4d1072dee5bf169a2ee4e765b08c1096023f3e50f8c967df82a37,305bc7c0bac4d1072dee5bf169a2ee4e765b08c1096023f3e50f8c967df82a37,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/openai/provider_status.json,True,9c71f0a97ee0a9bd77cf7c1f66caf2283cc99e8ae7a4193127e6e92509e703a8,9c71f0a97ee0a9bd77cf7c1f66caf2283cc99e8ae7a4193127e6e92509e703a8,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/openai/requests.jsonl,True,a716e43e9e6d5f911a2beb98353b4afa18eeb71779282156d62bb89597bb7e12,a716e43e9e6d5f911a2beb98353b4afa18eeb71779282156d62bb89597bb7e12,True
source/runs/prelangchain_ab_v1_2_api_hardened/stability/openai/results.jsonl,True,446ed3c58fbb4717535d2da12acaa4b96420a91d55db60cb1dd8d601617c2095,446ed3c58fbb4717535d2da12acaa4b96420a91d55db60cb1dd8d601617c2095,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.csv,True,b8287b400c61ebc496febbcf279f42bb6d63e47c989a39299d60d5ea182db01d,b8287b400c61ebc496febbcf279f42bb6d63e47c989a39299d60d5ea182db01d,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/benchmark_canonical.parquet,True,9d489b5eabb1182f3ab2b21c8ede8e09943fcb7ae63ef406b277cbf0b22d0579,9d489b5eabb1182f3ab2b21c8ede8e09943fcb7ae63ef406b277cbf0b22d0579,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/dataset_manifest.json,True,aace24152fe7b00dc4938a789fb2240c485bb69383ad930c883fd4f453caec8e,aace24152fe7b00dc4938a789fb2240c485bb69383ad930c883fd4f453caec8e,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/phase2_resume_progress_after.csv,True,57ead932ad819df268585d83cfb0dc6d2683e26110df322c86eb7023d26fa3ad,57ead932ad819df268585d83cfb0dc6d2683e26110df322c86eb7023d26fa3ad,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/phase2_resume_progress_before.csv,True,637c2418d3d117e535339ae99fc78bc69d3466b55249ea0f1ae001cf0eb2ed7e,637c2418d3d117e535339ae99fc78bc69d3466b55249ea0f1ae001cf0eb2ed7e,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/phase3_workflow_progress.csv,True,db73b69bb7c954de45d6c49dc9346e00c58708751fc6c5cc0e84c1eb28e902b6,db73b69bb7c954de45d6c49dc9346e00c58708751fc6c5cc0e84c1eb28e902b6,True
source/artifacts/prelangchain_ab_v1_2_api_hardened/stability_workflow_progress.csv,True,041633608a56140282d9e73de43ee43a2466d8ce3c457cfd2e5cd79da69bf69a,041633608a56140282d9e73de43ee43a2466d8ce3c457cfd2e5cd79da69bf69a,True
source/reports/prelangchain_ab_v1_2_api_hardened/artifact_manifest.csv,True,b91fc0e7e1bdd3e3207d20cd133c2c4ede100042753d6ea2a2da40b063e30452,b91fc0e7e1bdd3e3207d20cd133c2c4ede100042753d6ea2a2da40b063e30452,True
source/reports/prelangchain_ab_v1_2_api_hardened/execution_summary.json,True,272e660c9825d36456a7f4bc8ee6208ca2ca87f2b793e4e0df4334c412a2b805,272e660c9825d36456a7f4bc8ee6208ca2ca87f2b793e4e0df4334c412a2b805,True
source/reports/prelangchain_ab_v1_2_api_hardened/prelangchain_ab_results.xlsx,True,3f9cc1f05cfe05deb447a0efe4aa140b7b7d39de7eb67904980642ef40cf173e,3f9cc1f05cfe05deb447a0efe4aa140b7b7d39de7eb67904980642ef40cf173e,True
source/reports/prelangchain_ab_v1_2_api_hardened/table_manifest.csv,True,6512a0f6ef60735b0efd706bb1ef4ad26f9a8451c24f42b5782fb7e31416505c,6512a0f6ef60735b0efd706bb1ef4ad26f9a8451c24f42b5782fb7e31416505c,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/benchmark_audit.csv,True,f7717320e493f475219ceb8796bdba454ad10b693a42ac7a162207b3cf241fc2,f7717320e493f475219ceb8796bdba454ad10b693a42ac7a162207b3cf241fc2,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/bootstrap_ci.csv,True,5bd12a9760b4cc0a16f3b04f9b64d5d0a7335f8704a91af3f04f66e2b365a0e2,5bd12a9760b4cc0a16f3b04f9b64d5d0a7335f8704a91af3f04f66e2b365a0e2,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/completeness.csv,True,4e195d898b226f0d700b7b1c80978a0d78f7bd2e14834f57b44402c0feea2eec,4e195d898b226f0d700b7b1c80978a0d78f7bd2e14834f57b44402c0feea2eec,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/config_summary.csv,True,433230ad6ce96dd4c224fc5462cac899ebfe91508e1ef267ec85a978f6af5606,433230ad6ce96dd4c224fc5462cac899ebfe91508e1ef267ec85a978f6af5606,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/context_availability.csv,True,4f546367d289d53869c8e9040c2a3b1f2280b1b3ed2c84ba4fabfd373675ae12,4f546367d289d53869c8e9040c2a3b1f2280b1b3ed2c84ba4fabfd373675ae12,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/d3_boundary_cases.csv,True,3cd5c03a40bd27d044d5e55abf7eb7836a12997c6fc90eca72ae95459441092f,3cd5c03a40bd27d044d5e55abf7eb7836a12997c6fc90eca72ae95459441092f,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/definition_impact.csv,True,1bdfcbe43c07ba8845a2b28f9fe18db67d9c8eab69345f3200412fcb6dc123b4,1bdfcbe43c07ba8845a2b28f9fe18db67d9c8eab69345f3200412fcb6dc123b4,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/definitions.csv,True,a4bde50f8cde42a3903b4629a25419671f5085b02e21abc716a682e8c3b345e3,a4bde50f8cde42a3903b4629a25419671f5085b02e21abc716a682e8c3b345e3,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/gold_availability.csv,True,0b1f6f43f45d6d09766850e04d05c61aca563ad1cb6e4ec532e19627ac9418fe,0b1f6f43f45d6d09766850e04d05c61aca563ad1cb6e4ec532e19627ac9418fe,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/models.csv,True,bb23f3e3306a7289e4b0de87eebba1d75ebfc0683887ea829f42bfe27a06e313,bb23f3e3306a7289e4b0de87eebba1d75ebfc0683887ea829f42bfe27a06e313,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_aligned.csv,True,ae7805ae4dfa475bd67de1e139fe7f9c6350e9f54065af5dff3f168eb9ee843c,ae7805ae4dfa475bd67de1e139fe7f9c6350e9f54065af5dff3f168eb9ee843c,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_documents.csv,True,85e53e807816425e68d3959dec71f687a8acd665c57ef853e2e052977985bf24,85e53e807816425e68d3959dec71f687a8acd665c57ef853e2e052977985bf24,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_epa.csv,True,ae7805ae4dfa475bd67de1e139fe7f9c6350e9f54065af5dff3f168eb9ee843c,ae7805ae4dfa475bd67de1e139fe7f9c6350e9f54065af5dff3f168eb9ee843c,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_gee.csv,True,a15e09da0ee1d7ac51c2f6de349b2aabd9f7d5c067a88291228400e9156a4292,a15e09da0ee1d7ac51c2f6de349b2aabd9f7d5c067a88291228400e9156a4292,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_mcnemar.csv,True,8ecab5dbc894a78471dca81efbb1d6d382252feda6fc67ee9197b85a3356d76f,8ecab5dbc894a78471dca81efbb1d6d382252feda6fc67ee9197b85a3356d76f,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_provider.csv,True,be992a59ed0d08de49cad5fb9babc3790e9bef1d0f80752018dc661d0cf58463,be992a59ed0d08de49cad5fb9babc3790e9bef1d0f80752018dc661d0cf58463,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_ranking.csv,True,52f8a5ecf0e60ed480f97c1f9bbf06612247be7051f39555879f2fb46bf3f107,52f8a5ecf0e60ed480f97c1f9bbf06612247be7051f39555879f2fb46bf3f107,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase1_tradeoff.csv,True,11f6ae5e39d709dca580e608864654d82eaa58e735598b44c971c246f66bf5bc,11f6ae5e39d709dca580e608864654d82eaa58e735598b44c971c246f66bf5bc,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase2_documents.csv,True,d646749ad89b39daebbc42589138149505773f11836a311b3e4378c0b78e76d9,d646749ad89b39daebbc42589138149505773f11836a311b3e4378c0b78e76d9,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase2_gee.csv,True,dcf496dbcb12fa15257ceb1ad5b383e8613b365ca2db39035b3b32bfbfafb30b,dcf496dbcb12fa15257ceb1ad5b383e8613b365ca2db39035b3b32bfbfafb30b,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase2_mcnemar.csv,True,94e12945813bc1f2d89736bb7738f9f2fbb6ead26f3da52bf14c4687841d6e29,94e12945813bc1f2d89736bb7738f9f2fbb6ead26f3da52bf14c4687841d6e29,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase2_provider.csv,True,b40e18926702162ce0cfd494d9239f187b67ed9768cd629427bdd5e5ee7ac527,b40e18926702162ce0cfd494d9239f187b67ed9768cd629427bdd5e5ee7ac527,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase2_ranking.csv,True,78d7c4e7b646dd244df6d5fd00c183957c6d8eedbc964980fb8f572cc8c8f6cf,78d7c4e7b646dd244df6d5fd00c183957c6d8eedbc964980fb8f572cc8c8f6cf,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_documents.csv,True,21d18c1e0425e4c8640fe62d6400eb913cf3e95da6e7289384ab4595b6bb6dbd,21d18c1e0425e4c8640fe62d6400eb913cf3e95da6e7289384ab4595b6bb6dbd,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_gee.csv,True,afdefec04e051699545892d4b0fcf37e93da4dfd46b58d06a9c91a4d456cae5b,afdefec04e051699545892d4b0fcf37e93da4dfd46b58d06a9c91a4d456cae5b,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_mcnemar.csv,True,4dd046273f32cf8bd665a26664c9051d0bc7f18b034f039de2a97c70034328f3,4dd046273f32cf8bd665a26664c9051d0bc7f18b034f039de2a97c70034328f3,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_provider.csv,True,9c12b66c7886ff613ec4e20a7e4bcdc93c0cef6e1c90a5074985445f18ff35ae,9c12b66c7886ff613ec4e20a7e4bcdc93c0cef6e1c90a5074985445f18ff35ae,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_ranking.csv,True,749340e1b0b3cf2844f254873f5cfaa38693dedcca011ecac080f702ced03de2,749340e1b0b3cf2844f254873f5cfaa38693dedcca011ecac080f702ced03de2,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/phase3_targets.csv,True,daae76b8fde45728264499c97856135d50ce4a5c24556e58c3046aaa6fd27af6,daae76b8fde45728264499c97856135d50ce4a5c24556e58c3046aaa6fd27af6,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/prompt_audit.csv,True,eeff9682df941c0ed0089a47d14c734938de4450d229a51aa640fbc80e2bba7b,eeff9682df941c0ed0089a47d14c734938de4450d229a51aa640fbc80e2bba7b,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/provider_row_stability.csv,True,3e10c4f1defa0c64d25a3bb42191099066c392fb962b2dd69a347b16dd8be08b,3e10c4f1defa0c64d25a3bb42191099066c392fb962b2dd69a347b16dd8be08b,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/reliability.csv,True,5f9e64ec5e58d47e3538a21661b2cd4e0b5e2c40ad057485a1f35a440424e471,5f9e64ec5e58d47e3538a21661b2cd4e0b5e2c40ad057485a1f35a440424e471,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/review_queue.csv,True,2abb688dd8d111c2df538676c609ee8ded3bbf194e35b3e2f5440c57882d6c12,2abb688dd8d111c2df538676c609ee8ded3bbf194e35b3e2f5440c57882d6c12,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/seed_pairwise.csv,True,51e831aacb0a1be8edefc838ef55f598031b69c0f9fbac89dddc3d73c269af98,51e831aacb0a1be8edefc838ef55f598031b69c0f9fbac89dddc3d73c269af98,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/stability_distribution.csv,True,6740dd7e47e5b33b72af564452ee70f81a800b77ef91184edef8b0f76605063b,6740dd7e47e5b33b72af564452ee70f81a800b77ef91184edef8b0f76605063b,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/stability_runs.csv,True,859866bdb08002e62712e0987da78cfdfc25c200602de1759089153418fb72ed,859866bdb08002e62712e0987da78cfdfc25c200602de1759089153418fb72ed,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/tier_stability.csv,True,30fc4b88ec3e9df19869aa474ad45364b1cdaa42ac3fc2998cd273379f794f99,30fc4b88ec3e9df19869aa474ad45364b1cdaa42ac3fc2998cd273379f794f99,True
source/reports/prelangchain_ab_v1_2_api_hardened/tables/tiered_review.csv,True,c0ac5a08488a2c98b6f591fa23d89252e05097ea3065e2d0a15f0c026103db92,c0ac5a08488a2c98b6f591fa23d89252e05097ea3065e2d0a15f0c026103db92,True
source/configs/prelangchain_ab_v1_2_api_hardened/D0_none.txt,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
source/configs/prelangchain_ab_v1_2_api_hardened/D1_old_broad.txt,True,7531f2c94a782ca6a2642e01fca30d3bd631f94fb2a4e8fad4a90e82dfad513e,7531f2c94a782ca6a2642e01fca30d3bd631f94fb2a4e8fad4a90e82dfad513e,True
source/configs/prelangchain_ab_v1_2_api_hardened/D2_current_strict.txt,True,258f6556333fc5521c03d9aea3d43626ee22e7480b522f5e4c6729122e9e85ad,258f6556333fc5521c03d9aea3d43626ee22e7480b522f5e4c6729122e9e85ad,True
source/configs/prelangchain_ab_v1_2_api_hardened/D3_provisional_adaptive.txt,True,99af0841b61738d090c0ecccff0f9c77d35f487944d743c52fa3dc11fcf595d5,99af0841b61738d090c0ecccff0f9c77d35f487944d743c52fa3dc11fcf595d5,True
source/configs/prelangchain_ab_v1_2_api_hardened/api_documentation_audit.csv,True,9ea971dcb75222fb00ca6e7c14cb925ff1278e6bc835849354a2b3388898c26b,9ea971dcb75222fb00ca6e7c14cb925ff1278e6bc835849354a2b3388898c26b,True
source/configs/prelangchain_ab_v1_2_api_hardened/definition_registry.csv,True,a4bde50f8cde42a3903b4629a25419671f5085b02e21abc716a682e8c3b345e3,a4bde50f8cde42a3903b4629a25419671f5085b02e21abc716a682e8c3b345e3,True
